# REMOVE COMMENT FOR PLOTTING
# segments having a distance above 20, obtained by batchSummarizer.py
# Manually reviewed all mapping and other result files, the assigned error category is shown in the category column. 
# in a few cases a comment was added, especially if VAPOR picks the wrong reference, the reference identifier is shown.
# Category numbers have been restructed for the thesis, the mapping to categories is found in scripts/result_comparison/consensus_comparison/plotScriptsForSummaryTSV/plotHighDistanceHistogram.py
sample	segment	distance	path	category	comment
ERR3474634	PA	22	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR3474634/MSA_PA.fa	10	only front and end data
ERR4552844	PB1	68	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552844/MSA_PB1.fa	12	ambigous reads -> coinfection oder intrahostevolution
ERR4552887	PB1	234	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552887/MSA_PB1.fa	12	
ERR4552952	PB1	25	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552952/MSA_PB1.fa	12
ERR4552955	MP	255	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552955/MSA_MP.fa	8	Bad MP ref! (see folder)
ERR4552960	PB1	112	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552960/MSA_PB1.fa	12
ERR4552964	PB1	197	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552964/MSA_PB1.fa	12
ERR4552966	MP	256	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552966/MSA_MP.fa	8	Same as above
ERR4552968	PB1	50	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552968/MSA_PB1.fa	12
ERR4552970	PB1	245	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552970/MSA_PB1.fa	12
ERR4552976	PA	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552976/MSA_PA.fa	12	Middle very lowcoverage(some Ns)
ERR4552979	PB1	95	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552979/MSA_PB1.fa	12
ERR4552983	PB1	22	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552983/MSA_PB1.fa	12
ERR4552987	PA	32	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552987/MSA_PA.fa	12
ERR4552989	MP	255	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552989/MSA_MP.fa	8
ERR4552990	MP	311	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552990/MSA_MP.fa	8
ERR4552992	MP	247	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552992/MSA_MP.fa	8
ERR4552995	MP	482	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/ERR4552995/MSA_MP.fa	8
SRR10569280	PB1	41	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR10569280/MSA_PB1.fa	10
SRR12389595	NS	119	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389595/MSA_NS.fa	13	(studysuggestsonly12bpconservedregions(front&endwastarget))
SRR12389596	NS	93	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389596/MSA_NS.fa	13	sameasabove
SRR12389607	NS	111	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389607/MSA_NS.fa	13	sameasabove
SRR12389607	PA	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389607/MSA_PA.fa	8	KY926115.1
SRR12389608	NS	43	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389608/MSA_NS.fa	13
SRR12389609	NS	103	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389609/MSA_NS.fa	13
SRR12389615	NS	103	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389615/MSA_NS.fa	13
SRR12389616	NS	104	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389616/MSA_NS.fa	13
SRR12389655	NS	100	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR12389655/MSA_NS.fa	13
SRR14242224	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR14242224/MSA_MP.fa	8
SRR14341100	PA	82	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR14341100/MSA_PA.fa	8	95-99%
SRR14341105	PA	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR14341105/MSA_PA.fa	8	EF178516.1
SRR14341106	PA	47	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR14341106/MSA_PA.fa	8	EF178516.1
SRR1521178	NA	23	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR1521178/MSA_NA.fa	5	
SRR15282378	NS	78	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282378/MSA_NS.fa	13
SRR15282379	NS	90	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282379/MSA_NS.fa	13
SRR15282393	NS	37	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282393/MSA_NS.fa	13
SRR15282394	NS	96	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282394/MSA_NS.fa	13
SRR15282409	NS	94	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282409/MSA_NS.fa	13
SRR15282611	NS	45	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282611/MSA_NS.fa	13
SRR15282624	NS	101	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282624/MSA_NS.fa	13
SRR15282848	NS	114	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282848/MSA_NS.fa	13
SRR15282849	NS	46	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15282849/MSA_NS.fa	13
SRR15886374	HA	147	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR15886374/MSA_HA.fa	?
SRR16232025	NA	75	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232025/MSA_NA.fa	8
SRR16232027	PA	116	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232027/MSA_PA.fa	10
SRR16232028	NA	504	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232028/MSA_NA.fa	0
SRR16232028	PA	1185	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232028/MSA_PA.fa	8
SRR16232030	NA	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232030/MSA_NA.fa	10
SRR16232030	PA	1215	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232030/MSA_PA.fa	10
SRR16232033	PA	79	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR16232033/MSA_PA.fa	4
SRR18273498	HA	59	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR18273498/MSA_HA.fa	8	M27970.1
SRR18273507	HA	60	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR18273507/MSA_HA.fa	8	M27970.1
SRR18273535	NA	669	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR18273535/MSA_NA.fa	8
SRR18273537	PB2	33	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR18273537/MSA_PB2.fa	8	DQ454102.2
SRR22690222	PB2	56	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690222/MSA_PB2.fa	8
SRR22690224	PB2	58	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690224/MSA_PB2.fa	8
